UID,פיילוט,dateTimeCreate,shem_mishpacha_talmid,shem_male_talmid,mosad.code,mosad.teur,kita.code,kita.teur,Q1,Q2,Q3,Q4,Q5,Q6,Q7,Q8,Q9
STU0492,פיילוט ב,2024-10-05 15:48:00,אלון,גיל,1006,בית ספר נעמן עכו,י2,כיתה י׳2,5,3,5,3,5,2,4,4,5
STU0493,פיילוט ב,2024-10-28 16:26:00,גרוס,עמית,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,2,2,3,2,4,5,2,4,2
STU0494,פיילוט א,2024-12-22 16:42:00,מזרחי,אורי,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,4,2,2,1,4,4,3,2,2
STU0495,פיילוט ב,2025-01-31 14:07:00,שמש,עמית,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,3,1,3,1,1,3,1,2,1
STU0496,פיילוט ג,2024-12-13 15:32:00,דהן,שירה,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,3,2,2,3,1,3,1,3,2
STU0497,פיילוט א,2024-09-18 15:43:00,כהן,דוד,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,4,4,5,4,2,3,5,3
STU0498,פיילוט ג,2024-12-29 11:18:00,נחמיאס,ניר,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,2,2,4,3,2,3,3,4,2
STU0499,פיילוט ב,2024-12-23 15:02:00,לוי,דוד,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,4,1,2,2,2,4,2,3,2
STU0500,פיילוט א,2025-01-04 16:43:00,בן יוסף,גלית,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,1,3,3,3,4,1,4,3
STU0501,פיילוט ג,2024-11-30 12:20:00,לוי,נועה,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,5,3,5,4,5,4,4,5,5
STU0502,פיילוט ב,2024-12-01 14:22:00,לוי,אייל,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,3,2,3,3,4,1,3,2
STU0503,פיילוט ג,2025-01-16 13:02:00,זיו,עמית,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,4,1,4,1,3,3,2,2,1
STU0504,פיילוט א,2024-09-26 15:06:00,פרידמן,אדר,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,2,2,1,2,1,4,1,2,2
STU0505,פיילוט ג,2025-01-16 11:18:00,דהן,יוסף,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,2,3,3,2,3,3,2,4,1
STU0506,פיילוט ב,2024-09-18 17:51:00,בן דוד,ניר,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,5,5,4,5,5,2,5,5,4
STU0507,פיילוט ב,2024-12-16 14:16:00,כץ,הדס,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,5,4,5,4,5,4,5,5,3
STU0508,פיילוט ג,2024-12-29 12:59:00,בן יוסף,שון,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,3,5,5,5,4,4,4,4,5
STU0509,פיילוט ג,2025-02-23 12:54:00,אלמוג,עמית,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,1,2,1,2,1,2,1,1,2
STU0510,פיילוט א,2024-10-31 14:15:00,פרץ,שירה,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,1,1,2,2,2,2,1,3,2
STU0511,פיילוט א,2024-11-09 10:01:00,דהן,תמר,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,3,2,4,2,3,5,1,2,1
STU0512,פיילוט א,2024-12-03 09:25:00,ביטון,אייל,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,2,1,1,1,1,4,1,1,1
STU0513,פיילוט ג,2025-02-01 09:49:00,ברק,אדר,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,2,3,4,3,4,4,2,2,1
STU0514,פיילוט ג,2024-12-14 12:55:00,שלום,יוסף,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,1,1,1,1,1,2,1,2,1
STU0515,פיילוט ב,2024-12-02 15:45:00,אלון,גיל,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,1,1,3,2,1,4,1,2,1
STU0516,פיילוט ג,2024-11-19 13:57:00,פרץ,יונתן,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,5,5,4,5,5,2,4,5,4
STU0517,פיילוט ב,2024-12-22 13:56:00,אלמוג,יוסף,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,2,2,3,2,2,3,2,2,1
STU0518,פיילוט א,2025-02-26 12:32:00,מזרחי,ליאור,1005,תיכון עירוני ד׳ תל אביב,יב1,כיתה יב׳1,2,1,3,2,1,4,1,1,1
STU0519,פיילוט ג,2025-02-09 15:50:00,ביטון,נועה,1007,תיכון מקיף גבעתיים,יא1,כיתה יא׳1,4,2,3,3,2,3,3,4,1
STU0520,פיילוט ג,2024-10-04 17:43:00,אלמוג,אדר,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,3,3,2,1,2,3,3,4,3
STU0521,פיילוט ג,2024-12-04 10:25:00,שפירא,גלית,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,4,3,5,5,5,3,3,4,4
STU0522,פיילוט א,2024-10-14 08:25:00,כץ,עמית,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,3,4,1,2,4,1,3,3
STU0523,פיילוט א,2025-01-05 09:14:00,פרידמן,רונית,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,2,3,2,1,4,5,2,3,3
STU0524,פיילוט ג,2024-10-19 14:11:00,אלמוג,שירה,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,3,1,3,1,4,3,2,4,3
STU0525,פיילוט ב,2024-09-03 15:08:00,ברק,יעל,1001,בית ספר אורט נהריה,י1,כיתה י׳1,5,4,4,4,5,4,5,5,3
STU0526,פיילוט ב,2024-11-25 11:30:00,אלון,שון,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,2,2,3,2,1,2,2,1,1
STU0527,פיילוט ב,2025-01-27 10:16:00,אברהם,הדס,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,4,2,3,2,4,4,1,4,1
STU0528,פיילוט ב,2024-09-12 10:31:00,דהן,ליאור,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,3,4,5,5,5,2,4,4,4
STU0529,פיילוט ב,2025-01-21 15:03:00,פרידמן,שירה,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,2,2,2,2,1,3,2,2,1
STU0530,פיילוט א,2024-12-23 13:45:00,בן יוסף,ניר,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,4,4,5,5,3,3,5,3
STU0531,פיילוט א,2025-01-09 12:36:00,שלום,רונית,1008,בית ספר עמל פתח תקווה,י2,כיתה י׳2,1,1,2,1,1,3,1,1,2
STU0532,פיילוט ג,2025-02-22 09:25:00,אלון,גלית,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,4,3,4,4,5,2,4,4,4
STU0533,פיילוט ב,2025-01-31 08:21:00,לוי,שון,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,3,3,5,5,5,3,4,5,4
STU0534,פיילוט ג,2024-09-19 16:38:00,שפירא,מיכל,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,3,1,1,1,2,3,1,1,2
STU0535,פיילוט א,2025-02-15 10:07:00,גרוס,ניר,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,4,3,4,3,4,3,4,5,5
STU0536,פיילוט ב,2024-12-24 14:30:00,דהן,גלית,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,3,1,2,3,1,3,2,1,1
STU0537,פיילוט ב,2024-12-28 11:41:00,ביטון,ניר,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,4,1,3,3,3,3,1,4,2
STU0538,פיילוט ב,2024-12-19 12:36:00,לוי,יונתן,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,2,2,3,1,2,5,2,2,3
STU0539,פיילוט ג,2024-11-30 12:37:00,מזרחי,הדס,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,5,4,5,3,5,4,5,5,4
STU0540,פיילוט ג,2024-11-20 17:46:00,זיו,רחל,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,2,1,1,2,1,2,1,3,1
STU0541,פיילוט א,2024-09-05 08:25:00,פרץ,נועה,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,3,3,5,5,5,4,3,5,5
STU0542,פיילוט ב,2025-02-05 13:44:00,שפירא,גיל,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,4,2,4,3,4,5,2,3,3
STU0543,פיילוט א,2024-10-08 11:27:00,בן יוסף,רונית,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,3,3,4,5,4,2,3,5,5
STU0544,פיילוט ב,2025-01-03 15:01:00,זיו,גלית,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,4,4,4,3,4,2,5,5,4
STU0545,פיילוט ב,2025-01-05 17:38:00,בן יוסף,גיל,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,3,1,3,1,2,5,3,3,2
STU0546,פיילוט ב,2025-01-14 08:27:00,שלום,אדר,1001,בית ספר אורט נהריה,י2,כיתה י׳2,4,3,4,3,4,4,1,4,1
STU0547,פיילוט ג,2024-09-06 10:18:00,פרידמן,ניר,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,3,1,3,3,4,4,2,4,2
STU0548,פיילוט א,2024-11-15 14:26:00,אלון,ניר,1006,בית ספר נעמן עכו,י2,כיתה י׳2,2,3,4,2,4,5,3,3,1
STU0549,פיילוט א,2025-02-03 15:06:00,אלמוג,ניר,1003,תיכון הרצליה תל אביב,יא1,כיתה יא׳1,4,3,2,3,3,3,1,2,1
STU0550,פיילוט א,2024-09-09 09:21:00,אלמוג,אורי,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,2,1,3,2,3,5,1,2,3
STU0551,פיילוט ג,2025-01-10 17:42:00,פרץ,יוסף,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,4,5,4,4,4,4,4,5
STU0552,פיילוט ב,2024-10-13 09:55:00,פרידמן,ליאור,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,1,1,3,3,1,4,1,3,1
STU0553,פיילוט ב,2024-10-06 09:54:00,פרידמן,רחל,1003,תיכון הרצליה תל אביב,יא2,כיתה יא׳2,2,2,2,3,1,2,2,2,1
STU0554,פיילוט א,2024-12-16 13:40:00,שמש,שירה,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,4,4,5,5,4,2,4,5,5
STU0555,פיילוט א,2024-10-08 08:45:00,בן דוד,מיכל,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,4,4,5,4,5,4,4,4,4
STU0556,פיילוט ב,2024-09-15 16:18:00,אלמוג,יעל,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,2,2,2,2,2,5,3,2,3
STU0557,פיילוט ג,2025-02-12 11:56:00,בן יוסף,שון,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,1,3,3,4,3,3,3,2
STU0558,פיילוט ב,2024-10-03 16:34:00,גרוס,רונית,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,2,1,2,1,1,4,1,2,2
STU0559,פיילוט ג,2024-11-01 12:46:00,אלמוג,הדס,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,4,2,4,1,2,3,3,4,2
STU0560,פיילוט א,2024-11-16 17:47:00,כהן,רחל,1002,בית ספר ריאלי חיפה,יא2,כיתה יא׳2,3,3,4,2,2,3,3,2,2
STU0561,פיילוט ג,2024-11-12 17:43:00,ביטון,יעל,1006,בית ספר נעמן עכו,ט2,כיתה ט׳2,4,3,4,3,4,5,1,3,2
STU0562,פיילוט ב,2024-09-21 09:03:00,אלמוג,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,1,3,2,2,3,3,3,2
STU0563,פיילוט ב,2025-01-28 15:40:00,אלמוג,רחל,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,4,5,5,4,5,4,5,5,4
STU0564,פיילוט ב,2025-01-14 09:44:00,פרידמן,רחל,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,3,5,4,4,5,3,3,5,5
STU0565,פיילוט ג,2024-11-14 08:33:00,ביטון,אורי,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,5,4,4,5,5,2,3,5,5
STU0566,פיילוט ב,2024-11-12 11:11:00,נחמיאס,נועה,1006,בית ספר נעמן עכו,י1,כיתה י׳1,3,2,2,1,2,5,2,2,2
STU0567,פיילוט ב,2024-12-31 17:08:00,ביטון,הדס,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,3,4,5,5,5,4,4,5,4
STU0568,פיילוט ב,2024-12-09 11:57:00,שפירא,אדר,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,2,1,3,2,1,4,2,3,1
STU0569,פיילוט ב,2024-11-19 16:41:00,פרץ,יונתן,1001,בית ספר אורט נהריה,יא2,כיתה יא׳2,2,2,1,1,2,2,2,3,2
STU0570,פיילוט ג,2025-02-16 16:11:00,כהן,תמר,1002,בית ספר ריאלי חיפה,ט2,כיתה ט׳2,4,1,4,3,2,4,3,2,1
STU0571,פיילוט ג,2024-09-06 13:27:00,אברהם,עמית,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,3,1,4,3,3,4,3,2,2
STU0572,פיילוט ג,2024-10-17 12:49:00,מזרחי,שירה,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,3,2,2,1,2,5,1,3,1
STU0573,פיילוט ג,2024-09-26 13:09:00,אלמוג,אדר,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,3,5,5,3,4,4,3,5,4
STU0574,פיילוט א,2024-09-30 12:03:00,ברק,רחל,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,3,3,5,5,4,3,5,5,4
STU0575,פיילוט ב,2024-11-03 16:41:00,ביטון,גיל,1007,תיכון מקיף גבעתיים,ט1,כיתה ט׳1,4,5,4,3,5,4,5,5,3
STU0576,פיילוט א,2025-01-21 15:02:00,כהן,רחל,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,3,1,1,2,2,2,1,3,1
STU0577,פיילוט א,2024-10-25 17:53:00,בן דוד,גיל,1005,תיכון עירוני ד׳ תל אביב,יא2,כיתה יא׳2,3,4,5,5,5,4,4,5,5
STU0578,פיילוט ג,2025-01-21 12:56:00,אלמוג,רונית,1001,בית ספר אורט נהריה,ט2,כיתה ט׳2,4,1,3,1,3,5,1,2,3
STU0579,פיילוט ב,2024-12-27 17:21:00,כהן,שירה,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,2,2,2,2,1,4,1,2,1
STU0580,פיילוט ב,2025-01-16 09:50:00,מזרחי,יונתן,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,3,5,4,4,5,4,5,5,4
STU0581,פיילוט ג,2024-09-03 09:29:00,אלון,רונית,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,4,1,3,2,4,4,2,2,3
STU0582,פיילוט א,2024-11-17 11:14:00,נחמיאס,ליאור,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,1,1,3,3,1,2,1,3,2
STU0583,פיילוט ב,2025-01-24 16:31:00,אברהם,יונתן,1001,בית ספר אורט נהריה,י1,כיתה י׳1,3,2,1,1,1,4,1,1,1
STU0584,פיילוט ג,2024-09-17 10:16:00,שלום,אייל,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,3,4,3,2,3,3,2,3
STU0585,פיילוט ג,2024-12-19 08:54:00,ברק,עמית,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,5,5,5,5,5,4,5,5,3
STU0586,פיילוט א,2024-11-11 14:34:00,זיו,אדר,1007,תיכון מקיף גבעתיים,י1,כיתה י׳1,3,1,2,2,2,2,2,1,1
STU0587,פיילוט א,2024-10-21 10:21:00,גרוס,מיכל,1001,בית ספר אורט נהריה,י2,כיתה י׳2,2,3,2,3,2,5,2,2,1
STU0588,פיילוט ב,2024-11-27 08:52:00,ברק,הדס,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,2,3,4,2,3,3,1,3,1
STU0589,פיילוט ג,2024-12-06 13:56:00,מזרחי,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,2,1,3,2,2,2,1,1,1
STU0590,פיילוט ב,2024-09-14 12:54:00,שפירא,יעל,1001,בית ספר אורט נהריה,יב1,כיתה יב׳1,4,5,5,4,4,2,5,4,5
STU0591,פיילוט ב,2025-02-06 09:21:00,כהן,רחל,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,5,5,5,3,5,3,4,5,5
STU0592,פיילוט א,2025-02-11 16:16:00,אלון,עמית,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,3,3,5,5,4,4,3,5,3
STU0593,פיילוט ג,2025-01-10 13:19:00,שלום,יונתן,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,2,1,2,1,2,3,2,4,2
STU0594,פיילוט ב,2024-10-08 08:15:00,בן דוד,יונתן,1003,תיכון הרצליה תל אביב,ט2,כיתה ט׳2,4,2,3,2,2,5,3,4,3
STU0595,פיילוט ב,2025-02-25 15:38:00,ברק,גלית,1001,בית ספר אורט נהריה,י2,כיתה י׳2,3,5,4,3,5,2,5,5,5
STU0596,פיילוט ב,2024-10-28 11:29:00,כץ,רונית,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,3,1,2,2,2,4,1,2,3
STU0597,פיילוט ג,2024-09-19 13:01:00,בן יוסף,אורי,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,2,2,2,1,1,2,1,2,1
STU0598,פיילוט ב,2024-10-27 12:46:00,אברהם,אדר,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,5,5,5,3,4,2,3,5,3
STU0599,פיילוט א,2024-11-26 11:19:00,זיו,אייל,1004,בית ספר דה שליט רחובות,ט2,כיתה ט׳2,3,4,4,3,5,2,4,5,3
STU0600,פיילוט ב,2024-10-19 11:34:00,שפירא,ליאור,1006,בית ספר נעמן עכו,יב1,כיתה יב׳1,1,2,3,2,2,2,1,1,1
STU0601,פיילוט ב,2024-11-03 08:40:00,דהן,שירה,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,1,1,3,3,1,4,1,1,1
STU0602,פיילוט ג,2024-12-05 15:33:00,זיו,דוד,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,4,5,5,3,4,4,4,5,5
STU0603,פיילוט ב,2025-01-28 08:13:00,שמש,רונית,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,4,2,4,2,3,4,3,3,3
STU0604,פיילוט א,2024-09-22 10:48:00,מזרחי,גיל,1008,בית ספר עמל פתח תקווה,יב1,כיתה יב׳1,2,2,3,2,4,3,2,3,3
STU0605,פיילוט ב,2024-12-20 14:23:00,נחמיאס,אדר,1008,בית ספר עמל פתח תקווה,יא1,כיתה יא׳1,5,3,5,5,5,3,4,5,4
STU0606,פיילוט א,2025-01-10 16:41:00,מזרחי,תמר,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,4,3,5,5,4,3,3,5,5
STU0607,פיילוט א,2024-11-17 12:12:00,כץ,שירה,1004,בית ספר דה שליט רחובות,ט1,כיתה ט׳1,4,3,5,3,5,2,5,5,4
STU0608,פיילוט ב,2024-10-09 14:14:00,שמש,רונית,1005,תיכון עירוני ד׳ תל אביב,ט1,כיתה ט׳1,3,2,3,3,4,3,2,4,3
STU0609,פיילוט ג,2025-02-26 14:13:00,זיו,רחל,1008,בית ספר עמל פתח תקווה,ט2,כיתה ט׳2,3,1,3,2,1,2,1,1,1
STU0610,פיילוט א,2024-12-17 14:43:00,שפירא,יונתן,1001,בית ספר אורט נהריה,י1,כיתה י׳1,2,2,4,1,3,5,2,3,1
STU0611,פיילוט ג,2025-01-25 14:24:00,פרידמן,יעל,1005,תיכון עירוני ד׳ תל אביב,י1,כיתה י׳1,5,3,4,3,5,4,5,5,5
STU0612,פיילוט ב,2024-09-27 16:11:00,לוי,שון,1002,בית ספר ריאלי חיפה,יא1,כיתה יא׳1,4,3,5,5,5,4,4,4,3
STU0613,פיילוט א,2024-12-26 08:23:00,בן דוד,נועה,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,4,5,3,4,3,5,5,3
STU0614,פיילוט ב,2024-10-23 10:55:00,פרידמן,גיל,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,2,1,2,3,3,4,3,2,2
STU0615,פיילוט ג,2025-02-23 15:17:00,פרידמן,נועה,1007,תיכון מקיף גבעתיים,יב1,כיתה יב׳1,2,1,3,3,1,4,1,3,2
STU0616,פיילוט א,2024-09-11 09:18:00,זיו,ליאור,1003,תיכון הרצליה תל אביב,י2,כיתה י׳2,4,1,4,2,4,4,2,3,3
STU0617,פיילוט ג,2024-10-17 17:06:00,שפירא,יוסף,1005,תיכון עירוני ד׳ תל אביב,י2,כיתה י׳2,4,3,4,5,5,3,4,5,5
STU0618,פיילוט א,2025-01-05 14:48:00,בן יוסף,אורי,1004,בית ספר דה שליט רחובות,יב1,כיתה יב׳1,4,3,3,3,2,5,3,4,1
STU0619,פיילוט א,2024-09-07 09:40:00,זיו,יעל,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,3,2,3,1,3,3,3,2,2
STU0620,פיילוט ב,2024-12-28 15:29:00,מזרחי,מיכל,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,4,3,4,4,4,4,3,5,5
STU0621,פיילוט ב,2024-10-02 16:47:00,שפירא,דוד,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,4,4,3,4,4,3,4,4
STU0622,פיילוט א,2025-01-15 11:28:00,לוי,הדס,1002,בית ספר ריאלי חיפה,יא2,כיתה יא׳2,2,1,2,2,1,2,2,1,2
STU0623,פיילוט ג,2024-11-01 11:05:00,כהן,עמית,1002,בית ספר ריאלי חיפה,י2,כיתה י׳2,3,1,4,1,2,4,1,2,2
STU0624,פיילוט ב,2024-09-12 14:32:00,פרץ,אדר,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,5,5,4,3,4,4,3,5,3
STU0625,פיילוט ג,2024-12-01 13:11:00,כהן,יעל,1006,בית ספר נעמן עכו,יא1,כיתה יא׳1,5,3,5,4,5,2,3,4,3
STU0626,פיילוט ב,2024-09-18 11:26:00,גרוס,שון,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,4,3,4,5,5,4,5,5,3
STU0627,פיילוט ג,2025-02-21 10:21:00,אברהם,אדר,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,4,1,3,1,4,4,3,4,2
STU0628,פיילוט ב,2025-01-29 08:14:00,כהן,שון,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,5,5,5,4,5,4,5,4,5
STU0629,פיילוט א,2024-10-22 10:24:00,פרידמן,יוסף,1002,בית ספר ריאלי חיפה,י1,כיתה י׳1,2,1,3,1,1,2,1,2,1
STU0630,פיילוט ג,2025-02-13 12:48:00,כהן,אייל,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,2,2,2,3,5,1,4,2
STU0631,פיילוט א,2024-12-07 16:20:00,אברהם,רחל,1006,בית ספר נעמן עכו,י1,כיתה י׳1,5,3,5,3,5,4,5,4,5
STU0632,פיילוט ב,2025-01-19 11:15:00,בן דוד,מיכל,1001,בית ספר אורט נהריה,ט1,כיתה ט׳1,3,3,5,3,4,2,3,4,5
STU0633,פיילוט ב,2024-11-13 17:28:00,פרידמן,תמר,1007,תיכון מקיף גבעתיים,יא2,כיתה יא׳2,2,3,2,1,3,3,3,2,2
STU0634,פיילוט ב,2024-10-10 15:01:00,שפירא,עמית,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,3,1,3,2,3,5,3,4,2
STU0635,פיילוט ב,2024-12-26 12:24:00,בן יוסף,שון,1002,בית ספר ריאלי חיפה,יב1,כיתה יב׳1,3,1,3,3,1,3,1,2,1
STU0636,פיילוט ב,2024-12-05 15:25:00,אלמוג,יעל,1008,בית ספר עמל פתח תקווה,ט1,כיתה ט׳1,5,4,4,3,4,2,3,5,5
STU0637,פיילוט ב,2024-10-20 14:16:00,אלון,הדס,1006,בית ספר נעמן עכו,י2,כיתה י׳2,4,3,2,2,2,3,2,4,1
STU0638,פיילוט ג,2024-09-09 13:40:00,כהן,שירה,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,4,1,4,2,3,5,1,2,2
STU0639,פיילוט ב,2024-09-24 14:25:00,שלום,מיכל,1005,תיכון עירוני ד׳ תל אביב,יא1,כיתה יא׳1,1,1,1,3,2,4,1,1,1
STU0640,פיילוט א,2024-12-15 09:06:00,שלום,ליאור,1004,בית ספר דה שליט רחובות,י2,כיתה י׳2,3,3,3,3,4,5,2,4,2
STU0641,פיילוט ג,2024-09-18 14:33:00,אלמוג,גיל,1003,תיכון הרצליה תל אביב,י1,כיתה י׳1,5,4,5,4,4,2,4,4,3
STU0642,פיילוט א,2025-01-24 11:11:00,פרידמן,יוסף,1007,תיכון מקיף גבעתיים,ט2,כיתה ט׳2,2,3,2,1,3,3,3,2,2
STU0643,פיילוט א,2024-09-22 14:07:00,דהן,מיכל,1003,תיכון הרצליה תל אביב,יב1,כיתה יב׳1,4,4,5,5,4,4,3,4,4
STU0644,פיילוט ג,2025-01-28 08:06:00,פרידמן,הדס,1006,בית ספר נעמן עכו,ט1,כיתה ט׳1,4,4,5,3,4,2,4,4,5
STU0645,פיילוט ג,2024-11-27 13:52:00,שמש,ליאור,1001,בית ספר אורט נהריה,י2,כיתה י׳2,3,2,3,2,4,4,2,3,3
STU0646,פיילוט ג,2024-09-07 17:07:00,בן דוד,תמר,1007,תיכון מקיף גבעתיים,י2,כיתה י׳2,4,4,4,3,5,4,4,5,3
STU0647,פיילוט ב,2024-11-22 08:40:00,אלון,יוסף,1004,בית ספר דה שליט רחובות,י1,כיתה י׳1,3,2,2,3,1,4,1,1,2
STU0648,פיילוט ב,2025-02-16 09:46:00,שפירא,גיל,1006,בית ספר נעמן עכו,יא2,כיתה יא׳2,5,4,5,5,5,2,4,5,4
STU0649,פיילוט א,2025-01-19 15:10:00,זיו,אורי,1004,בית ספר דה שליט רחובות,יא2,כיתה יא׳2,4,3,4,1,2,4,1,3,3
STU0650,פיילוט ג,2024-09-08 10:59:00,ברק,יעל,1008,בית ספר עמל פתח תקווה,יא2,כיתה יא׳2,3,3,4,5,5,2,3,5,5
STU0651,פיילוט ג,2025-01-04 09:50:00,ברק,אייל,1005,תיכון עירוני ד׳ תל אביב,ט2,כיתה ט׳2,5,4,5,3,5,2,5,5,5
STU0652,פיילוט ב,2024-10-30 11:16:00,פרץ,גיל,1002,בית ספר ריאלי חיפה,יא2,כיתה יא׳2,4,3,4,3,3,5,3,4,2
STU0653,פיילוט א,2024-12-07 17:47:00,כהן,גיל,1002,בית ספר ריאלי חיפה,ט1,כיתה ט׳1,4,3,2,3,2,5,2,2,2
STU0654,פיילוט ג,2025-01-30 11:06:00,שפירא,נועה,1001,בית ספר אורט נהריה,יא1,כיתה יא׳1,4,4,5,4,5,2,5,5,5
STU0655,פיילוט א,2025-02-18 08:38:00,ברק,גיל,1008,בית ספר עמל פתח תקווה,י1,כיתה י׳1,2,2,4,2,2,5,2,2,3
